pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO:0019318_P_hexose_metabolic_process	0.357277882797732	0.933922023497718	-0.828947368421053	-1.11254557008596	188	1	LOC_Os02g36600
GO:0030246_F_carbohydrate_binding	0.357277882797732	0.933922023497718	-0.828947368421053	-1.11254557008596	188	1	LOC_Os02g36600
GO:0005618_C_cell_wall	0.36231884057971	0.933922023497718	0.842105263157895	1.12354312354312	174	1	LOC_Os02g37590
GO:0006071_P_glycerol_metabolic_process	0.36231884057971	0.933922023497718	0.842105263157895	1.12354312354312	174	1	LOC_Os02g37590
GO:0008081_F_phosphoric_diester_hydrolase_activity	0.36231884057971	0.933922023497718	0.842105263157895	1.12354312354312	174	1	LOC_Os02g37590
GO:0008889_F_glycerophosphodiester_phosphodiesterase_activity	0.36231884057971	0.933922023497718	0.842105263157895	1.12354312354312	174	1	LOC_Os02g37590
GO:0005773_C_vacuole	0.365946632782719	0.933922023497718	0.539976290832455	1.06834868163248	287	4	LOC_Os02g37700, LOC_Os02g37430, LOC_Os02g37420
GO:0005975_P_carbohydrate_metabolic_process	0.383601756954612	0.933922023497718	0.662784810126582	1.05993593329368	261	2	LOC_Os02g37590, LOC_Os02g36600
GO:0000145_C_exocyst	0.383742911153119	0.933922023497718	-0.815789473684211	-1.09488611659253	202	1	LOC_Os02g36619
GO:0006887_P_exocytosis	0.383742911153119	0.933922023497718	-0.815789473684211	-1.09488611659253	202	1	LOC_Os02g36619
GO:0003779_F_actin_binding	0.395445134575569	0.933922023497718	0.828947368421053	1.10598776223776	190	1	LOC_Os02g37580
GO:0009856_P_pollination	0.395445134575569	0.933922023497718	0.828947368421053	1.10598776223776	190	1	LOC_Os02g37580
GO:0009058_P_biosynthetic_process	0.416666666666667	0.933922023497718	-0.323099803473734	-1.04550478577746	34	10	LOC_Os02g36510, LOC_Os02g36520, LOC_Os02g36550, LOC_Os02g36880, LOC_Os02g36890, LOC_Os02g36924, LOC_Os02g37050, LOC_Os02g37080, LOC_Os02g37120
GO:0008152_P_metabolic_process	0.43859649122807	0.933922023497718	0.414052287581699	1.02128897944012	399	9	LOC_Os02g37830, LOC_Os02g37690, LOC_Os02g37590
GO:0016740_F_transferase_activity	0.441285537700865	0.933922023497718	0.497119815668203	1.03691814532523	356	5	LOC_Os02g37700, LOC_Os02g37690, LOC_Os02g37050, LOC_Os02g36840, LOC_Os02g36830
GO:0005829_C_cytosol	0.442166910688141	0.933922023497718	0.636793248945148	1.01836981826256	301	2	LOC_Os02g37580, LOC_Os02g36619
GO:0030001_P_metal_ion_transport	0.478770131771596	0.933922023497718	0.626666666666667	1.00217522799069	326	2	LOC_Os02g37330, LOC_Os02g37320
GO:0046872_F_metal_ion_binding	0.478770131771596	0.933922023497718	0.626666666666667	1.00217522799069	326	2	LOC_Os02g37330, LOC_Os02g37320
GO:0005887_C_integral_component_of_plasma_membrane	0.483931947069943	0.933922023497718	-0.763157894736842	-1.02424830261882	255	1	LOC_Os02g36700
GO:0008515_F_sucrose_transmembrane_transporter_activity	0.483931947069943	0.933922023497718	-0.763157894736842	-1.02424830261882	255	1	LOC_Os02g36700
GO:0015770_P_sucrose_transport	0.483931947069943	0.933922023497718	-0.763157894736842	-1.02424830261882	255	1	LOC_Os02g36700
GO:0003682_F_chromatin_binding	0.506616257088847	0.933922023497718	-0.75	-1.00658884912539	267	1	LOC_Os02g36710
GO:0006259_P_DNA_metabolic_process	0.506616257088847	0.933922023497718	-0.75	-1.00658884912539	267	1	LOC_Os02g36710
GO:0006334_P_nucleosome_assembly	0.506616257088847	0.933922023497718	-0.75	-1.00658884912539	267	1	LOC_Os02g36710
GO:0009628_P_response_to_abiotic_stimulus	0.571428571428571	0.933922023497718	-0.586666666666667	-0.94823766364552	183	2	LOC_Os02g36890, LOC_Os02g37000
GO:0009719_P_response_to_endogenous_stimulus	0.571428571428571	0.933922023497718	-0.586666666666667	-0.94823766364552	183	2	LOC_Os02g36890, LOC_Os02g37000
GO:0009536_C_plastid	0.573529411764706	0.933922023497718	-0.315371762740184	-0.900585351812704	77	7	LOC_Os02g36520, LOC_Os02g36550, LOC_Os02g36570, LOC_Os02g36850, LOC_Os02g36960, LOC_Os02g36974
GO:0016043_P_cellular_component_organization	0.573547589616811	0.933922023497718	0.450558213716108	0.939797555041297	463	5	LOC_Os02g37590, LOC_Os02g37580, LOC_Os02g37000, LOC_Os02g36890, LOC_Os02g36710
GO:0003674_F_molecular_function	0.596153846153846	0.933922023497718	-0.246673265149016	-0.904918145184375	30	14	LOC_Os02g36500, LOC_Os02g36520, LOC_Os02g36590, LOC_Os02g36595, LOC_Os02g36850, LOC_Os02g36870, LOC_Os02g36940, LOC_Os02g37020, LOC_Os02g37070, LOC_Os02g37080, LOC_Os02g37120, LOC_Os02g37140
GO:0006464_P_cellular_protein_modification_process	0.606922126081582	0.933922023497718	0.440192743764172	0.918176723323819	490	5	LOC_Os02g37830, LOC_Os02g37120, LOC_Os02g37080, LOC_Os02g37050
GO:0005488_F_binding	0.628604382929642	0.933922023497718	0.38397212543554	0.887904979496572	544	7	LOC_Os02g37470, LOC_Os02g37330, LOC_Os02g37320, LOC_Os02g37160, LOC_Os02g37030, LOC_Os02g37010
GO:0016787_F_hydrolase_activity	0.642857142857143	0.933922023497718	0.486486486486487	0.881704824710716	485	3	LOC_Os02g37590, LOC_Os02g37420, LOC_Os02g37050
GO:0005509_F_calcium_ion_binding	0.64461247637051	0.933922023497718	-0.697368421052632	-0.935951035151677	340	1	LOC_Os02g36850
GO:0006091_P_generation_of_precursor_metabolites_and_energy	0.64461247637051	0.933922023497718	-0.697368421052632	-0.935951035151677	340	1	LOC_Os02g36850
GO:0009654_C_photosystem_II_oxygen_evolving_complex	0.64461247637051	0.933922023497718	-0.697368421052632	-0.935951035151677	340	1	LOC_Os02g36850
GO:0015979_P_photosynthesis	0.64461247637051	0.933922023497718	-0.697368421052632	-0.935951035151677	340	1	LOC_Os02g36850
GO:0019898_C_extrinsic_component_of_membrane	0.64461247637051	0.933922023497718	-0.697368421052632	-0.935951035151677	340	1	LOC_Os02g36850
GO:0006139_P_nucleobase-containing_compound_metabolic_process	0.654320987654321	0.933922023497718	-0.338028169014085	-0.870423019180437	105	6	LOC_Os02g36510, LOC_Os02g36550, LOC_Os02g36880, LOC_Os02g36890, LOC_Os02g36924, LOC_Os02g37420
GO:0009987_P_cellular_process	0.668085106382979	0.933922023497718	0.32783264033264	0.872632178578259	627	13	LOC_Os02g37830, LOC_Os02g37590, LOC_Os02g37580, LOC_Os02g37470, LOC_Os02g37420
GO:0000003_P_reproduction	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0003924_F_GTPase_activity	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0005525_F_GTP_binding	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0006886_P_intracellular_protein_transport	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0006913_P_nucleocytoplasmic_transport	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0007165_P_signal_transduction	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0007264_P_small_GTPase_mediated_signal_transduction	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0009056_P_catabolic_process	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0015031_P_protein_transport	0.674948240165631	0.933922023497718	0.684210526315789	0.912878787878789	325	1	LOC_Os02g37420
GO:0000166_F_nucleotide_binding	0.685185185185185	0.933922023497718	0.472628679635049	0.85658902910236	517	3	LOC_Os02g37830, LOC_Os02g37420, LOC_Os02g37010
GO:0006810_P_transport	0.692041522491349	0.933922023497718	0.364285714285714	0.84238172056594	599	7	LOC_Os02g37420, LOC_Os02g37330, LOC_Os02g37320
GO:0016758_F_transferase_activity,_transferring_hexosyl_groups	0.714285714285714	0.933922023497718	0.463079150579151	0.839281527093186	539	3	LOC_Os02g37690, LOC_Os02g36840, LOC_Os02g36830
GO:0005634_C_nucleus	0.716049382716049	0.933922023497718	-0.323943661971831	-0.834155393381252	115	6	LOC_Os02g36500, LOC_Os02g36510, LOC_Os02g36710, LOC_Os02g36740, LOC_Os02g36924, LOC_Os02g37430
GO:0006355_P_regulation_of_transcription,_DNA-templated	0.729678638941399	0.933922023497718	-0.644736842105263	-0.865313221177966	385	1	LOC_Os02g36924
GO:0043565_F_sequence-specific_DNA_binding	0.729678638941399	0.933922023497718	-0.644736842105263	-0.865313221177966	385	1	LOC_Os02g36924
GO:0005783_C_endoplasmic_reticulum	0.745341614906832	0.933922023497718	-0.506666666666667	-0.818932527693858	239	2	LOC_Os02g37050, LOC_Os02g37080
GO:0016021_C_integral_component_of_membrane	0.745341614906832	0.933922023497718	-0.506666666666667	-0.818932527693858	239	2	LOC_Os02g36414, LOC_Os02g37080
GO:0005635_C_nuclear_envelope	0.809073724007561	0.953485962913084	-0.605263157894737	-0.812334860697682	427	1	LOC_Os02g36974
GO:0019904_F_protein_domain_specific_binding	0.809073724007561	0.953485962913084	-0.605263157894737	-0.812334860697682	427	1	LOC_Os02g36974
GO:0003774_F_motor_activity	0.839319470699433	0.953485962913084	-0.592105263157895	-0.794675407204254	443	1	LOC_Os02g36990
GO:0003777_F_microtubule_motor_activity	0.839319470699433	0.953485962913084	-0.592105263157895	-0.794675407204254	443	1	LOC_Os02g36990
GO:0005856_C_cytoskeleton	0.839319470699433	0.953485962913084	-0.592105263157895	-0.794675407204254	443	1	LOC_Os02g36990
GO:0005875_C_microtubule_associated_complex	0.839319470699433	0.953485962913084	-0.592105263157895	-0.794675407204254	443	1	LOC_Os02g36990
GO:0007017_P_microtubule-based_process	0.839319470699433	0.953485962913084	-0.592105263157895	-0.794675407204254	443	1	LOC_Os02g36990
GO:0005739_C_mitochondrion	0.869565217391304	0.953485962913084	-0.453333333333333	-0.732729103726083	279	2	LOC_Os02g37000, LOC_Os02g37160
GO:0005515_F_protein_binding	0.873125720876586	0.953485962913084	0.301984126984127	0.69831425855194	756	7	LOC_Os02g37580, LOC_Os02g37470, LOC_Os02g37420, LOC_Os02g37030, LOC_Os02g36974, LOC_Os02g36924
GO:0004499_F_N,N-dimethylaniline_monooxygenase_activity	0.89413988657845	0.953485962913084	-0.565789473684211	-0.759356500217398	472	1	LOC_Os02g37010
GO:0031227_C_intrinsic_component_of_endoplasmic_reticulum_membrane	0.89413988657845	0.953485962913084	-0.565789473684211	-0.759356500217398	472	1	LOC_Os02g37010
GO:0050660_F_flavin_adenine_dinucleotide_binding	0.89413988657845	0.953485962913084	-0.565789473684211	-0.759356500217398	472	1	LOC_Os02g37010
GO:0050661_F_NADP_binding	0.89413988657845	0.953485962913084	-0.565789473684211	-0.759356500217398	472	1	LOC_Os02g37010
GO:0055114_P_oxidation-reduction_process	0.89413988657845	0.953485962913084	-0.565789473684211	-0.759356500217398	472	1	LOC_Os02g37010
GO:0006950_P_response_to_stress	0.898477157360406	0.953485962913084	-0.291666666666667	-0.704112124189734	176	5	LOC_Os02g36700, LOC_Os02g36890, LOC_Os02g36940, LOC_Os02g37000, LOC_Os02g37470
GO:0005730_C_nucleolus	0.937042459736457	0.969625782296695	0.426666666666667	0.68233207012132	639	2	LOC_Os02g37430, LOC_Os02g37000
GO:0005886_C_plasma_membrane	0.943757030371204	0.969625782296695	0.25793047532178	0.617721254486622	838	8	LOC_Os02g37590, LOC_Os02g37420, LOC_Os02g37120, LOC_Os02g37000, LOC_Os02g36974, LOC_Os02g36940
GO:0009579_C_thylakoid	0.944363103953148	0.969625782296695	0.42	0.671670631525674	644	2	LOC_Os02g37470, LOC_Os02g36850
GO:0005789_C_endoplasmic_reticulum_membrane	0.960302457466919	0.969625782296695	-0.526315789473684	-0.706378139737115	507	1	LOC_Os02g37050
GO:0006506_P_GPI_anchor_biosynthetic_process	0.960302457466919	0.969625782296695	-0.526315789473684	-0.706378139737115	507	1	LOC_Os02g37050
GO:0009791_P_post-embryonic_development	0.984752223634053	0.984752223634053	0.280821917808219	0.555609071652748	774	4	LOC_Os02g37590, LOC_Os02g37000, LOC_Os02g36924, LOC_Os02g36710
